NACA2412
10.0    -0.0
9.980152783    0.004236412
9.960303779    0.00846091
9.940452997    0.012673524
9.920600442    0.016874286
9.900746122    0.021063226
9.880890044    0.025240374
9.861032215    0.029405761
9.84117264    0.033559416
9.821311328    0.037701369
9.801448285    0.041831649
9.781583518    0.045950285
9.761717032    0.050057306
9.741848835    0.05415274
9.721978934    0.058236615
9.702107335    0.062308959
9.682234043    0.0663698
9.662359067    0.070419166
9.642482411    0.074457082
9.622604083    0.078483577
9.602724089    0.082498677
9.582842435    0.086502408
9.562959127    0.090494797
9.543074171    0.094475868
9.523187574    0.098445647
9.503299342    0.102404161
9.48340948    0.106351433
9.463517996    0.110287488
9.443624893    0.114212351
9.42373018    0.118126046
9.403833861    0.122028597
9.383935943    0.125920028
9.364036431    0.129800362
9.344135331    0.133669621
9.324232649    0.137527829
9.304328391    0.141375009
9.284422561    0.145211182
9.264515167    0.14903637
9.244606214    0.152850596
9.224695707    0.156653881
9.204783651    0.160446246
9.184870053    0.164227711
9.164954917    0.167998298
9.145038249    0.171758027
9.125120055    0.175506918
9.105200341    0.17924499
9.08527911    0.182972264
9.065356369    0.186688759
9.045432123    0.190394493
9.025506377    0.194089485
9.005579136    0.197773754
8.985650407    0.201447318
8.965720192    0.205110194
8.945788499    0.208762401
8.925855332    0.212403956
8.905920695    0.216034875
8.885984595    0.219655176
8.866047036    0.223264875
8.846108022    0.226863988
8.82616756    0.230452531
8.806225653    0.23403052
8.786282308    0.237597971
8.766337528    0.241154897
8.746391318    0.244701315
8.726443684    0.248237239
8.706494629    0.251762682
8.68654416    0.25527766
8.66659228    0.258782185
8.646638994    0.262276271
8.626684307    0.265759931
8.606728223    0.269233179
8.586770748    0.272696026
8.566811885    0.276148484
8.546851639    0.279590567
8.526890016    0.283022285
8.506927018    0.286443651
8.486962652    0.289854674
8.46699692    0.293255367
8.447029829    0.296645739
8.427061381    0.300025801
8.407091582    0.303395563
8.387120436    0.306755035
8.367147947    0.310104225
8.34717412    0.313443144
8.327198958    0.3167718
8.307222467    0.320090201
8.28724465    0.323398356
8.267265512    0.326696273
8.247285057    0.329983959
8.227303288    0.333261423
8.207320211    0.33652867
8.18733583    0.339785708
8.167350148    0.343032544
8.147363169    0.346269183
8.127374899    0.349495632
8.10738534    0.352711896
8.087394497    0.35591798
8.067402374    0.35911389
8.047408976    0.36229963
8.027414305    0.365475205
8.007418366    0.368640619
7.987421163    0.371795875
7.9674227    0.374940978
7.947422981    0.378075931
7.92742201    0.381200737
7.907419791    0.384315397
7.887416327    0.387419915
7.867411623    0.390514294
7.847405682    0.393598533
7.827398508    0.396672636
7.807390106    0.399736602
7.787380478    0.402790434
7.767369629    0.405834132
7.747357563    0.408867695
7.727344283    0.411891124
7.707329793    0.414904419
7.687314097    0.417907578
7.667297198    0.420900601
7.647279101    0.423883487
7.627259809    0.426856234
7.607239325    0.42981884
7.587217654    0.432771303
7.567194799    0.435713621
7.547170765    0.43864579
7.527145553    0.441567808
7.507119169    0.44447967
7.487091616    0.447381375
7.467062897    0.450272916
7.447033017    0.453154291
7.427001978    0.456025493
7.406969784    0.458886519
7.38693644    0.461737363
7.366901948    0.464578019
7.346866313    0.467408482
7.326829537    0.470228745
7.306791625    0.473038801
7.28675258    0.475838644
7.266712406    0.478628266
7.246671105    0.48140766
7.226628683    0.484176818
7.206585142    0.486935732
7.186540485    0.489684394
7.166494717    0.492422793
7.146447841    0.495150922
7.126399861    0.497868771
7.10635078    0.50057633
7.086300601    0.503273589
7.066249329    0.505960537
7.046196966    0.508637164
7.026143516    0.511303458
7.006088984    0.513959408
6.986033371    0.516605002
6.965976683    0.519240229
6.945918922    0.521865075
6.925860092    0.524479528
6.905800196    0.527083574
6.885739239    0.529677201
6.865677223    0.532260394
6.845614152    0.53483314
6.82555003    0.537395423
6.80548486    0.539947229
6.785418646    0.542488543
6.765351392    0.54501935
6.7452831    0.547539632
6.725213774    0.550049375
6.705143419    0.552548562
6.685072037    0.555037175
6.664999633    0.557515198
6.644926209    0.559982613
6.624851769    0.562439402
6.604776317    0.564885547
6.584699857    0.567321028
6.564622392    0.569745828
6.544543926    0.572159926
6.524464462    0.574563303
6.504384004    0.576955939
6.484302555    0.579337814
6.46422012    0.581708906
6.444136701    0.584069194
6.424052304    0.586418658
6.40396693    0.588757274
6.383880584    0.591085022
6.36379327    0.593401877
6.343704991    0.595707818
6.323615751    0.59800282
6.303525554    0.60028686
6.283434403    0.602559915
6.263342303    0.604821958
6.243249256    0.607072967
6.223155267    0.609312914
6.20306034    0.611541776
6.182964477    0.613759525
